  -4.37113901E-09   9.95096937E-02
  -8.74227801E-09  0.198038787    
  -1.31134170E-08  0.295587271    
  -1.74845560E-08  0.392155170    
  -2.18556941E-08  0.487742484    
  -2.62268340E-08  0.582349181    
  -3.05979739E-08  0.675975263    
  -3.49691121E-08  0.768620729    
  -3.93402502E-08  0.860285699    
  -4.37113883E-08  0.950969934    
  -4.80825300E-08   1.04067373    
  -5.24536681E-08   1.12939668    
  -5.68248062E-08   1.21713924    
  -6.11959479E-08   1.30390120    
  -6.55670789E-08   1.38968241    
  -6.99382241E-08   1.47448313    
  -7.43093622E-08   1.55830336    
  -7.86805003E-08   1.64114273    
  -8.30516385E-08   1.72300172    
  -8.74227766E-08   1.80387986    
  -9.17939147E-08   1.88377762    
  -9.61650599E-08   1.96269488    
  -1.00536191E-07   2.04063129    
  -1.04907336E-07   2.11758709    
  -1.09278474E-07   2.19356251    
  -1.13649612E-07   2.26855707    
  -1.18020743E-07   2.34257126    
  -1.22391896E-07   2.41560483    
  -1.26763027E-07   2.48765755    
  -1.31134158E-07   2.55872989    
  -1.35505303E-07   2.62882161    
  -1.39876448E-07   2.69793272    
  -1.44247579E-07   2.76606321    
  -1.48618724E-07   2.83321333    
  -1.52989855E-07   2.89938259    
  -1.57361001E-07   2.96457124    
  -1.61732146E-07   3.02877951    
  -1.66103277E-07   3.09200668    
  -1.70474408E-07   3.15425348    
  -1.74845553E-07   3.21551991    
  -1.79216698E-07   3.27580571    
  -1.83587829E-07   3.33511066    
  -1.87958960E-07   3.39343524    
  -1.92330120E-07   3.45077944    
  -1.96701251E-07   3.50714254    
  -2.01072382E-07   3.56252527    
  -2.05443527E-07   3.61692715    
  -2.09814672E-07   3.67034864    
  -2.14185803E-07   3.72278929    
  -2.18556949E-07   3.77425003    
  -2.22928080E-07   3.82472968    
  -2.27299225E-07   3.87422872    
  -2.31670356E-07   3.92274714    
  -2.36041487E-07   3.97028494    
  -2.40412646E-07   4.01684237    
  -2.44783791E-07   4.06241894    
  -2.49154908E-07   4.10701513    
  -2.53526053E-07   4.15063095    
  -2.57897199E-07   4.19326544    
  -2.62268316E-07   4.23491955    
  -2.66639489E-07   4.27559423    
  -2.71010606E-07   4.31528664    
  -2.75381751E-07   4.35399961    
  -2.79752896E-07   4.39173126    
  -2.84124013E-07   4.42848301    
  -2.88495158E-07   4.46425295    
  -2.92866304E-07   4.49904346    
  -2.97237449E-07   4.53285313    
  -3.01608594E-07   4.56568146    
  -3.05979711E-07   4.59753036    
  -3.10350856E-07   4.62839794    
  -3.14722001E-07   4.65828514    
  -3.19093118E-07   4.68719101    
  -3.23464292E-07   4.71511745    
  -3.27835437E-07   4.74206257    
  -3.32206554E-07   4.76802731    
  -3.36577699E-07   4.79301167    
  -3.40948816E-07   4.81701469    
  -3.45319961E-07   4.84003782    
  -3.49691106E-07   4.86207962    
  -3.54062252E-07   4.88314247    
  -3.58433397E-07   4.90322304    
  -3.62804514E-07   4.92232370    
  -3.67175659E-07   4.94044304    
  -3.71546804E-07   4.95758295    
  -3.75917921E-07   4.97374153    
  -3.80289094E-07   4.98891926    
  -3.84660240E-07   5.00311708    
  -3.89031356E-07   5.01633358    
  -3.93402502E-07   5.02857018    
  -3.97773618E-07   5.03982592    
  -4.02144764E-07   5.05010080    
  -4.06515937E-07   5.05939531    
  -4.10887054E-07   5.06770897    
  -4.15258199E-07   5.07504272    
  -4.19629345E-07   5.08139515    
  -4.24000461E-07   5.08676720    
  -4.28371607E-07   5.09115839    
  -4.32742723E-07   5.09457016    
  -4.37113897E-07   5.09700012    
  -4.41485042E-07   5.09845066    
  -4.45856159E-07   5.09891891    
  -4.50227304E-07   5.09840679    
  -4.54598450E-07   5.09691525    
  -4.58969566E-07   5.09444332    
  -4.63340712E-07   5.09098911    
  -4.67711828E-07   5.08655500    
  -4.72082974E-07   5.08114100    
  -4.76454176E-07   5.07474566    
  -4.80825292E-07   5.06736994    
  -4.85196438E-07   5.05901432    
  -4.89567583E-07   5.04967690    
  -4.93938728E-07   5.03935957    
  -4.98309817E-07   5.02806091    
  -5.02680962E-07   5.01578283    
  -5.07052107E-07   5.00252342    
  -5.11423252E-07   4.98828363    
  -5.15794397E-07   4.97306299    
  -5.20165486E-07   4.95686245    
  -5.24536631E-07   4.93968010    
  -5.28907776E-07   4.92151833    
  -5.33278978E-07   4.90237570    
  -5.37650124E-07   4.88225174    
  -5.42021212E-07   4.86114693    
  -5.46392357E-07   4.83906269    
  -5.50763502E-07   4.81599808    
  -5.55134648E-07   4.79195118    
  -5.59505793E-07   4.76692486    
  -5.63876938E-07   4.74091816    
  -5.68248026E-07   4.71393108    
  -5.72619172E-07   4.68596172    
  -5.76990317E-07   4.65701294    
  -5.81361462E-07   4.62708378    
  -5.85732607E-07   4.59617424    
  -5.90103753E-07   4.56428242    
  -5.94474898E-07   4.53141212    
  -5.98846043E-07   4.49755955    
  -6.03217188E-07   4.46272659    
  -6.07588333E-07   4.42691326    
  -6.11959422E-07   4.39012051    
  -6.16330567E-07   4.35234642    
  -6.20701712E-07   4.31359100    
  -6.25072857E-07   4.27385521    
  -6.29444003E-07   4.23313999    
  -6.33815091E-07   4.19144344    
  -6.38186236E-07   4.14876556    
  -6.42557382E-07   4.10510731    
  -6.46928584E-07   4.06046963    
  -6.51299729E-07   4.01484966    
  -6.55670874E-07   3.96825027    
  -6.60041962E-07   3.92067051    
  -6.64413108E-07   3.87210846    
  -6.68784253E-07   3.82256699    
  -6.73155398E-07   3.77204609    
  -6.77526543E-07   3.72054386    
  -6.81897632E-07   3.66805935    
  -6.86268777E-07   3.61459541    
  -6.90639922E-07   3.56015205    
  -6.95011067E-07   3.50472736    
  -6.99382213E-07   3.44832039    
  -7.03753358E-07   3.39093399    
  -7.08124503E-07   3.33256817    
  -7.12495648E-07   3.27321911    
  -7.16866793E-07   3.21289253    
  -7.21237939E-07   3.15158367    
  -7.25609027E-07   3.08929443    
  -7.29980172E-07   3.02602386    
  -7.34351318E-07   2.96177292    
  -7.38722463E-07   2.89654160    
  -7.43093608E-07   2.83033180    
  -7.47464753E-07   2.76313782    
  -7.51835842E-07   2.69496632    
  -7.56207044E-07   2.62581062    
  -7.60578189E-07   2.55567741    
  -7.64949334E-07   2.48456287    
  -7.69320479E-07   2.41246796    
  -7.73691568E-07   2.33939362    
  -7.78062713E-07   2.26533508    
  -7.82433858E-07   2.19029713    
  -7.86805003E-07   2.11428165    
  -7.91176149E-07   2.03728104    
  -7.95547237E-07   1.95930481    
  -7.99918382E-07   1.88034439    
  -8.04289527E-07   1.80040359    
  -8.08660673E-07   1.71948433    
  -8.13031875E-07   1.63758087    
  -8.17402963E-07   1.55470085    
  -8.21774108E-07   1.47083664    
  -8.26145254E-07   1.38599396    
  -8.30516399E-07   1.30017090    
  -8.34887544E-07   1.21336746    
  -8.39258689E-07   1.12558174    
  -8.43629778E-07   1.03681564    
  -8.48000923E-07  0.947069168    
  -8.52372068E-07  0.856344223    
  -8.56743213E-07  0.764635086    
  -8.61114358E-07  0.671949387    
  -8.65485447E-07  0.578281403    
  -8.69856649E-07  0.483631134    
  -8.74227794E-07  0.388000488    
  -8.78598939E-07  0.291389465    
  -8.82970085E-07  0.193801880    
  -8.87341173E-07   9.52281952E-02
  -8.91712318E-07  -4.32395935E-03
