-0.097 286.6458333333
-0.104 286.6666666667
-0.109 286.6875
-0.112 286.7083333333
-0.117 286.7291666667
-0.121 286.75
-0.123 286.7708333333
-0.127 286.7916666667
-0.128 286.8125
-0.136 286.8333333333
-0.137 286.8541666667
-0.132 286.875
-0.113 286.8958333333
-0.003 286.9166666667
0.049 286.9375
0.03 286.9583333333
-0.023 286.9791666667
-0.054 287
-0.069 287.0208333333
-0.076 287.0416666667
-0.084 287.0625
-0.094 287.0833333333
-0.104 287.1041666667
-0.117 287.125
-0.127 287.1458333333
-0.134 287.1666666667
-0.141 287.1875
-0.148 287.2083333333
-0.147 287.2291666667
-0.151 287.25
-0.155 287.2708333333
-0.151 287.2916666667
-0.155 287.3125
-0.154 287.3333333333
-0.15 287.3541666667
-0.145 287.375
0.113 287.3958333333
0.254 287.4166666667
0.407 287.4375
0.547 287.4583333333
0.58 287.4791666667
0.499 287.5
0.371 287.5208333333
0.246 287.5416666667
0.127 287.5625
-0.021 287.5833333333
-0.041 287.6041666667
-0.055 287.625
