   3.53553370E-02   3.48653384E-02
   7.07106739E-02   6.87506720E-02
  0.106066018      0.101656020    
  0.141421348      0.133581355    
  0.176776677      0.164526671    
  0.212132037      0.194492042    
  0.247487381      0.223477378    
  0.282842696      0.251482695    
  0.318198025      0.278508037    
  0.353553355      0.304553360    
  0.388908714      0.329618722    
  0.424264073      0.353704065    
  0.459619403      0.376809418    
  0.494974762      0.398934782    
  0.530330062      0.420080066    
  0.565685391      0.440245390    
  0.601040781      0.459430784    
  0.636396050      0.477636069    
  0.671751440      0.494861424    
  0.707106709      0.511106730    
  0.742462099      0.526372075    
  0.777817428      0.540657401    
  0.813172758      0.553962767    
  0.848528147      0.566288114    
  0.883883476      0.577633500    
  0.919238806      0.587998867    
  0.954594076      0.597384095    
  0.989949524      0.605789542    
   1.02530479      0.613214791    
   1.06066012      0.619660139    
   1.09601557      0.625125527    
   1.13137078      0.629610837    
   1.16672611      0.633116126    
   1.20208156      0.635641575    
   1.23743689      0.637186885    
   1.27279210      0.637752175    
   1.30814755      0.637337506    
   1.34350288      0.635942876    
   1.37885821      0.633568227    
   1.41421342      0.630213499    
   1.44956887      0.625878870    
   1.48492420      0.620564163    
   1.52027953      0.614269614    
   1.55563486      0.606994808    
   1.59099019      0.598740220    
   1.62634552      0.589505553    
   1.66170096      0.579290986    
   1.69705629      0.568096280    
   1.73241150      0.555921555    
   1.76776695      0.542766929    
   1.80312228      0.528632283    
   1.83847761      0.513517737    
   1.87383282      0.497422934    
   1.90918815      0.480348349    
   1.94454372      0.462293625    
   1.97989905      0.443259120    
   2.01525426      0.423244238    
   2.05060959      0.402249575    
   2.08596492      0.380275011    
   2.12132025      0.357320428    
   2.15667582      0.333385706    
   2.19203115      0.308471084    
   2.22738624      0.282576203    
   2.26274157      0.255701780    
   2.29809690      0.227847099    
   2.33345222      0.199012280    
   2.36880755      0.169197798    
   2.40416312      0.138403177    
   2.43951845      0.106628418    
   2.47487378       7.38737583E-02
   2.51022911       4.01391983E-02
   2.54558420       5.42449951E-03
   2.58093953      -3.02703381E-02
